id,conversation_id,role,participantable_id,participantable_type,exited_at,last_active_at,conversation_cleared_at,conversation_deleted_at,conversation_read_at,deleted_at,created_at,updated_at
2630,1315,owner,674482,App\Models\Customer,,,,,,,2026-01-05 20:24:36,2026-01-05 20:24:36
2631,1316,owner,1,App\Models\User,,,,,,,2026-01-05 20:31:33,2026-01-05 20:31:33
2632,1316,owner,674483,App\Models\Customer,,,,,,,2026-01-05 20:31:33,2026-01-05 20:31:33
2633,1317,owner,1,App\Models\User,,,,,,,2026-01-05 20:46:50,2026-01-05 20:46:50
2634,1317,owner,422141,App\Models\Customer,,,,,,,2026-01-05 20:46:50,2026-01-05 20:46:50
2635,1318,owner,1,App\Models\User,,,,,,,2026-01-05 20:48:38,2026-01-05 20:48:38
2636,1318,owner,674484,App\Models\Customer,,,,,,,2026-01-05 20:48:38,2026-01-05 20:48:38
2637,1319,owner,1,App\Models\User,,,,,,,2026-01-05 20:59:57,2026-01-05 20:59:57
2638,1319,owner,674485,App\Models\Customer,,,,,,,2026-01-05 20:59:57,2026-01-05 20:59:57
2639,1320,owner,1,App\Models\User,,,,,,,2026-01-05 21:15:00,2026-01-05 21:15:00
2640,1320,owner,674486,App\Models\Customer,,,,,,,2026-01-05 21:15:00,2026-01-05 21:15:00
2641,1321,owner,1,App\Models\User,,,,,,,2026-01-05 21:21:14,2026-01-05 21:21:14
2642,1321,owner,674487,App\Models\Customer,,,,,,,2026-01-05 21:21:14,2026-01-05 21:21:14
2643,1322,owner,1,App\Models\User,,,,,,,2026-01-05 21:36:16,2026-01-05 21:36:16
2644,1322,owner,674489,App\Models\Customer,,,,,,,2026-01-05 21:36:16,2026-01-05 21:36:16
2645,1323,owner,1,App\Models\User,,,,,,,2026-01-05 21:42:39,2026-01-05 21:42:39
2646,1323,owner,674488,App\Models\Customer,,,,,,,2026-01-05 21:42:39,2026-01-05 21:42:39
2647,1324,owner,1,App\Models\User,,,,,,,2026-01-05 21:51:30,2026-01-05 21:51:30
2648,1324,owner,674490,App\Models\Customer,,,,,,,2026-01-05 21:51:30,2026-01-05 21:51:30
2649,1325,owner,1,App\Models\User,,,,,,,2026-01-05 22:08:49,2026-01-05 22:08:49
2650,1325,owner,569520,App\Models\Customer,,,,,,,2026-01-05 22:08:49,2026-01-05 22:08:49
2651,1326,owner,1,App\Models\User,,,,,,,2026-01-05 22:23:24,2026-01-05 22:23:24
2652,1326,owner,674491,App\Models\Customer,,,,,,,2026-01-05 22:23:24,2026-01-05 22:23:24
2653,1327,owner,1,App\Models\User,,,,,,,2026-01-05 22:24:54,2026-01-05 22:24:54
2654,1327,owner,674492,App\Models\Customer,,,,,,,2026-01-05 22:24:54,2026-01-05 22:24:54
2655,1328,owner,1,App\Models\User,,,,,,,2026-01-05 22:26:06,2026-01-05 22:26:06
2656,1328,owner,674493,App\Models\Customer,,,,,,,2026-01-05 22:26:06,2026-01-05 22:26:06
2657,1329,owner,1,App\Models\User,,,,,,,2026-01-05 22:54:18,2026-01-05 22:54:18
2658,1329,owner,674494,App\Models\Customer,,,,,,,2026-01-05 22:54:18,2026-01-05 22:54:18
2659,1330,owner,1,App\Models\User,,,,,,,2026-01-05 22:59:48,2026-01-05 22:59:48
2660,1330,owner,143748,App\Models\Customer,,,,,,,2026-01-05 22:59:48,2026-01-05 22:59:48
2661,1331,owner,1,App\Models\User,,,,,,,2026-01-05 23:16:41,2026-01-05 23:16:41
2662,1331,owner,674495,App\Models\Customer,,,,,,,2026-01-05 23:16:41,2026-01-05 23:16:41
2663,1332,owner,1,App\Models\User,,,,,,,2026-01-05 23:26:25,2026-01-05 23:26:25
2664,1332,owner,674496,App\Models\Customer,,,,,,,2026-01-05 23:26:25,2026-01-05 23:26:25
2665,1333,owner,1,App\Models\User,,,,,,,2026-01-05 23:46:51,2026-01-05 23:46:51
2666,1333,owner,674497,App\Models\Customer,,,,,,,2026-01-05 23:46:51,2026-01-05 23:46:51
2667,1334,owner,1,App\Models\User,,,,,,,2026-01-06 02:51:01,2026-01-06 02:51:01
2668,1334,owner,674498,App\Models\Customer,,,,,,,2026-01-06 02:51:01,2026-01-06 02:51:01
2669,1335,owner,1,App\Models\User,,,,,,,2026-01-06 03:58:22,2026-01-06 03:58:22
2670,1335,owner,569901,App\Models\Customer,,,,,,,2026-01-06 03:58:22,2026-01-06 03:58:22
2671,1336,owner,1,App\Models\User,,,,,,,2026-01-06 08:00:50,2026-01-06 08:00:50
2672,1336,owner,674499,App\Models\Customer,,,,,,,2026-01-06 08:00:50,2026-01-06 08:00:50
2673,1337,owner,1,App\Models\User,,,,,,,2026-01-06 08:07:57,2026-01-06 08:07:57
2674,1337,owner,674500,App\Models\Customer,,,,,,,2026-01-06 08:07:57,2026-01-06 08:07:57
2675,1338,owner,1,App\Models\User,,,,,,,2026-01-06 08:09:19,2026-01-06 08:09:19
2676,1338,owner,432707,App\Models\Customer,,,,,,,2026-01-06 08:09:19,2026-01-06 08:09:19
2677,1339,owner,1,App\Models\User,,,,,,,2026-01-06 08:33:12,2026-01-06 08:33:12
2678,1339,owner,674501,App\Models\Customer,,,,,,,2026-01-06 08:33:12,2026-01-06 08:33:12
2679,1340,owner,1,App\Models\User,,,,,,,2026-01-06 08:53:53,2026-01-06 08:53:53
2680,1340,owner,674502,App\Models\Customer,,,,,,,2026-01-06 08:53:53,2026-01-06 08:53:53
2681,1341,owner,1,App\Models\User,,,,,,,2026-01-06 09:03:59,2026-01-06 09:03:59
2682,1341,owner,674503,App\Models\Customer,,,,,,,2026-01-06 09:03:59,2026-01-06 09:03:59
2683,1342,owner,1,App\Models\User,,,,,,,2026-01-06 09:11:56,2026-01-06 09:11:56
2684,1342,owner,674504,App\Models\Customer,,,,,,,2026-01-06 09:11:56,2026-01-06 09:11:56
2685,1343,owner,1,App\Models\User,,,,,,,2026-01-06 09:31:41,2026-01-06 09:31:41
2686,1343,owner,674505,App\Models\Customer,,,,,,,2026-01-06 09:31:41,2026-01-06 09:31:41
2687,1344,owner,1,App\Models\User,,,,,,,2026-01-06 09:33:31,2026-01-06 09:33:31
2688,1344,owner,674506,App\Models\Customer,,,,,,,2026-01-06 09:33:31,2026-01-06 09:33:31
2689,1345,owner,1,App\Models\User,,,,,,,2026-01-06 09:54:01,2026-01-06 09:54:01
2690,1345,owner,674509,App\Models\Customer,,,,,,,2026-01-06 09:54:01,2026-01-06 09:54:01
2691,1346,owner,1,App\Models\User,,,,,,,2026-01-06 10:01:27,2026-01-06 10:01:27
2692,1346,owner,674510,App\Models\Customer,,,,,,,2026-01-06 10:01:27,2026-01-06 10:01:27
2693,1347,owner,1,App\Models\User,,,,,,,2026-01-06 10:04:18,2026-01-06 10:04:18
2694,1347,owner,674511,App\Models\Customer,,,,,,,2026-01-06 10:04:18,2026-01-06 10:04:18
2695,1348,owner,1,App\Models\User,,,,,,,2026-01-06 10:24:42,2026-01-06 10:24:42
2696,1348,owner,674512,App\Models\Customer,,,,,,,2026-01-06 10:24:42,2026-01-06 10:24:42
2697,1349,owner,1,App\Models\User,,,,,,,2026-01-06 10:31:31,2026-01-06 10:31:31
2698,1349,owner,674513,App\Models\Customer,,,,,,,2026-01-06 10:31:31,2026-01-06 10:31:31
2699,1350,owner,1,App\Models\User,,,,,,,2026-01-06 10:31:43,2026-01-06 10:31:43
2700,1350,owner,674514,App\Models\Customer,,,,,,,2026-01-06 10:31:43,2026-01-06 10:31:43
2701,1351,owner,1,App\Models\User,,,,,,,2026-01-06 10:50:24,2026-01-06 10:50:24
2702,1351,owner,435590,App\Models\Customer,,,,,,,2026-01-06 10:50:24,2026-01-06 10:50:24
2703,1352,owner,1,App\Models\User,,,,,,,2026-01-06 10:55:27,2026-01-06 10:55:27
2704,1352,owner,674515,App\Models\Customer,,,,,,,2026-01-06 10:55:27,2026-01-06 10:55:27
2705,1353,owner,1,App\Models\User,,,,,,,2026-01-06 10:57:42,2026-01-06 10:57:42
2706,1353,owner,674516,App\Models\Customer,,,,,,,2026-01-06 10:57:42,2026-01-06 10:57:42
2707,1354,owner,1,App\Models\User,,,,,,,2026-01-06 11:00:13,2026-01-06 11:00:13
2708,1354,owner,674517,App\Models\Customer,,,,,,,2026-01-06 11:00:13,2026-01-06 11:00:13
2709,1355,owner,1,App\Models\User,,,,,,,2026-01-06 11:00:26,2026-01-06 11:00:26
2710,1355,owner,674518,App\Models\Customer,,,,,,,2026-01-06 11:00:26,2026-01-06 11:00:26
2711,1356,owner,1,App\Models\User,,,,,,,2026-01-06 11:02:34,2026-01-06 11:02:34
2712,1356,owner,674519,App\Models\Customer,,,,,,,2026-01-06 11:02:34,2026-01-06 11:02:34
2713,1357,owner,1,App\Models\User,,,,,,,2026-01-06 11:27:14,2026-01-06 11:27:14
2714,1357,owner,674520,App\Models\Customer,,,,,,,2026-01-06 11:27:14,2026-01-06 11:27:14
2715,1358,owner,1,App\Models\User,,,,,,,2026-01-06 11:37:21,2026-01-06 11:37:21
2716,1358,owner,193977,App\Models\Customer,,,,,,,2026-01-06 11:37:21,2026-01-06 11:37:21
2717,1359,owner,1,App\Models\User,,,,,,,2026-01-06 11:38:31,2026-01-06 11:38:31
2718,1359,owner,674521,App\Models\Customer,,,,,,,2026-01-06 11:38:31,2026-01-06 11:38:31
2719,1360,owner,1,App\Models\User,,,,,,,2026-01-06 12:02:44,2026-01-06 12:02:44
2720,1360,owner,674523,App\Models\Customer,,,,,,,2026-01-06 12:02:44,2026-01-06 12:02:44
2721,1361,owner,1,App\Models\User,,,,,,,2026-01-06 12:06:38,2026-01-06 12:06:38
2722,1361,owner,674524,App\Models\Customer,,,,,,,2026-01-06 12:06:38,2026-01-06 12:06:38
2723,1362,owner,1,App\Models\User,,,,,,,2026-01-06 12:09:05,2026-01-06 12:09:05
2724,1362,owner,674525,App\Models\Customer,,,,,,,2026-01-06 12:09:05,2026-01-06 12:09:05
2725,1363,owner,1,App\Models\User,,,,,,,2026-01-06 12:13:24,2026-01-06 12:13:24
2726,1363,owner,437876,App\Models\Customer,,,,,,,2026-01-06 12:13:24,2026-01-06 12:13:24
2727,1364,owner,1,App\Models\User,,,,,,,2026-01-06 12:22:54,2026-01-06 12:22:54
2728,1364,owner,674528,App\Models\Customer,,,,,,,2026-01-06 12:22:54,2026-01-06 12:22:54
2729,1365,owner,1,App\Models\User,,,,,,,2026-01-06 12:26:47,2026-01-06 12:26:47
2730,1365,owner,674529,App\Models\Customer,,,,,,,2026-01-06 12:26:47,2026-01-06 12:26:47
2731,1366,owner,1,App\Models\User,,,,,,,2026-01-06 12:35:56,2026-01-06 12:35:56
2732,1366,owner,674531,App\Models\Customer,,,,,,,2026-01-06 12:35:56,2026-01-06 12:35:56
2733,1367,owner,1,App\Models\User,,,,,,,2026-01-06 12:40:41,2026-01-06 12:40:41
2734,1367,owner,674532,App\Models\Customer,,,,,,,2026-01-06 12:40:41,2026-01-06 12:40:41
2735,1368,owner,1,App\Models\User,,,,,,,2026-01-06 12:44:27,2026-01-06 12:44:27
2736,1368,owner,674533,App\Models\Customer,,,,,,,2026-01-06 12:44:27,2026-01-06 12:44:27
2737,1369,owner,1,App\Models\User,,,,,,,2026-01-06 12:53:14,2026-01-06 12:53:14
2738,1369,owner,674534,App\Models\Customer,,,,,,,2026-01-06 12:53:14,2026-01-06 12:53:14
2739,1370,owner,1,App\Models\User,,,,,,,2026-01-06 12:55:44,2026-01-06 12:55:44
2740,1370,owner,674535,App\Models\Customer,,,,,,,2026-01-06 12:55:44,2026-01-06 12:55:44
2741,1371,owner,1,App\Models\User,,,,,,,2026-01-06 12:57:31,2026-01-06 12:57:31
2742,1371,owner,674536,App\Models\Customer,,,,,,,2026-01-06 12:57:31,2026-01-06 12:57:31
2743,1372,owner,1,App\Models\User,,,,,,,2026-01-06 12:59:08,2026-01-06 12:59:08
2744,1372,owner,674537,App\Models\Customer,,,,,,,2026-01-06 12:59:08,2026-01-06 12:59:08
2745,1373,owner,1,App\Models\User,,,,,,,2026-01-06 12:59:08,2026-01-06 12:59:08
2746,1373,owner,674538,App\Models\Customer,,,,,,,2026-01-06 12:59:08,2026-01-06 12:59:08
2747,1374,owner,1,App\Models\User,,,,,,,2026-01-06 13:02:50,2026-01-06 13:02:50
2748,1374,owner,674539,App\Models\Customer,,,,,,,2026-01-06 13:02:50,2026-01-06 13:02:50
2749,1375,owner,1,App\Models\User,,,,,,,2026-01-06 13:08:22,2026-01-06 13:08:22
2750,1375,owner,674540,App\Models\Customer,,,,,,,2026-01-06 13:08:22,2026-01-06 13:08:22
2751,1376,owner,1,App\Models\User,,,,,,,2026-01-06 13:12:52,2026-01-06 13:12:52
2752,1376,owner,674541,App\Models\Customer,,,,,,,2026-01-06 13:12:52,2026-01-06 13:12:52
2753,1377,owner,1,App\Models\User,,,,,,,2026-01-06 13:15:07,2026-01-06 13:15:07
2754,1377,owner,674542,App\Models\Customer,,,,,,,2026-01-06 13:15:07,2026-01-06 13:15:07
2755,1378,owner,1,App\Models\User,,,,,,,2026-01-06 13:15:51,2026-01-06 13:15:51
2756,1378,owner,674543,App\Models\Customer,,,,,,,2026-01-06 13:15:51,2026-01-06 13:15:51
2757,1379,owner,1,App\Models\User,,,,,,,2026-01-06 13:31:49,2026-01-06 13:31:49
2758,1379,owner,573227,App\Models\Customer,,,,,,,2026-01-06 13:31:49,2026-01-06 13:31:49
2759,1380,owner,1,App\Models\User,,,,,,,2026-01-06 13:32:52,2026-01-06 13:32:52
2760,1380,owner,674544,App\Models\Customer,,,,,,,2026-01-06 13:32:52,2026-01-06 13:32:52
2761,1381,owner,1,App\Models\User,,,,,,,2026-01-06 13:35:15,2026-01-06 13:35:15
2762,1381,owner,674545,App\Models\Customer,,,,,,,2026-01-06 13:35:15,2026-01-06 13:35:15
2763,1382,owner,1,App\Models\User,,,,,,,2026-01-06 13:37:47,2026-01-06 13:37:47
2764,1382,owner,674546,App\Models\Customer,,,,,,,2026-01-06 13:37:47,2026-01-06 13:37:47
2765,1383,owner,1,App\Models\User,,,,,,,2026-01-06 13:50:46,2026-01-06 13:50:46
2766,1383,owner,674547,App\Models\Customer,,,,,,,2026-01-06 13:50:46,2026-01-06 13:50:46
2767,1384,owner,1,App\Models\User,,,,,,,2026-01-06 13:51:02,2026-01-06 13:51:02
2768,1384,owner,674548,App\Models\Customer,,,,,,,2026-01-06 13:51:02,2026-01-06 13:51:02
2769,1385,owner,1,App\Models\User,,,,,,,2026-01-06 13:53:13,2026-01-06 13:53:13
2770,1385,owner,674549,App\Models\Customer,,,,,,,2026-01-06 13:53:13,2026-01-06 13:53:13
2771,1386,owner,1,App\Models\User,,,,,,,2026-01-06 14:01:44,2026-01-06 14:01:44
2772,1386,owner,674550,App\Models\Customer,,,,,,,2026-01-06 14:01:44,2026-01-06 14:01:44
2773,1387,owner,1,App\Models\User,,,,,,,2026-01-06 14:02:24,2026-01-06 14:02:24
2774,1387,owner,665024,App\Models\Customer,,,,,,,2026-01-06 14:02:24,2026-01-06 14:02:24
2775,1388,owner,1,App\Models\User,,,,,,,2026-01-06 14:11:56,2026-01-06 14:11:56
2776,1388,owner,674551,App\Models\Customer,,,,,,,2026-01-06 14:11:56,2026-01-06 14:11:56
2777,1389,owner,1,App\Models\User,,,,,,,2026-01-06 14:11:58,2026-01-06 14:11:58
2778,1389,owner,674552,App\Models\Customer,,,,,,,2026-01-06 14:11:58,2026-01-06 14:11:58
2779,1390,owner,1,App\Models\User,,,,,,,2026-01-06 14:17:20,2026-01-06 14:17:20
2780,1390,owner,674553,App\Models\Customer,,,,,,,2026-01-06 14:17:20,2026-01-06 14:17:20
2781,1391,owner,1,App\Models\User,,,,,,,2026-01-06 14:22:35,2026-01-06 14:22:35
2782,1391,owner,674554,App\Models\Customer,,,,,,,2026-01-06 14:22:35,2026-01-06 14:22:35
2783,1392,owner,1,App\Models\User,,,,,,,2026-01-06 14:25:58,2026-01-06 14:25:58
2784,1392,owner,674527,App\Models\Customer,,,,,,,2026-01-06 14:25:58,2026-01-06 14:25:58
2785,1393,owner,1,App\Models\User,,,,,,,2026-01-06 14:26:34,2026-01-06 14:26:34
2786,1393,owner,674555,App\Models\Customer,,,,,,,2026-01-06 14:26:34,2026-01-06 14:26:34
2787,1394,owner,1,App\Models\User,,,,,,,2026-01-06 14:29:05,2026-01-06 14:29:05
2788,1394,owner,674556,App\Models\Customer,,,,,,,2026-01-06 14:29:05,2026-01-06 14:29:05
2789,1395,owner,1,App\Models\User,,,,,,,2026-01-06 14:39:37,2026-01-06 14:39:37
2790,1395,owner,674557,App\Models\Customer,,,,,,,2026-01-06 14:39:37,2026-01-06 14:39:37
2791,1396,owner,1,App\Models\User,,,,,,,2026-01-06 14:48:02,2026-01-06 14:48:02
2792,1396,owner,674558,App\Models\Customer,,,,,,,2026-01-06 14:48:02,2026-01-06 14:48:02
2793,1397,owner,1,App\Models\User,,,,,,,2026-01-06 14:55:56,2026-01-06 14:55:56
2794,1397,owner,420656,App\Models\Customer,,,,,,,2026-01-06 14:55:56,2026-01-06 14:55:56
2795,1398,owner,1,App\Models\User,,,,,,,2026-01-06 14:56:40,2026-01-06 14:56:40
2796,1398,owner,674559,App\Models\Customer,,,,,,,2026-01-06 14:56:40,2026-01-06 14:56:40
2797,1399,owner,1,App\Models\User,,,,,,,2026-01-06 14:57:32,2026-01-06 14:57:32
2798,1399,owner,674560,App\Models\Customer,,,,,,,2026-01-06 14:57:32,2026-01-06 14:57:32
2799,1400,owner,1,App\Models\User,,,,,,,2026-01-06 15:12:48,2026-01-06 15:12:48
2800,1400,owner,674561,App\Models\Customer,,,,,,,2026-01-06 15:12:48,2026-01-06 15:12:48
2801,1401,owner,1,App\Models\User,,,,,,,2026-01-06 15:15:45,2026-01-06 15:15:45
2802,1401,owner,674562,App\Models\Customer,,,,,,,2026-01-06 15:15:45,2026-01-06 15:15:45
2803,1402,owner,1,App\Models\User,,,,,,,2026-01-06 15:19:05,2026-01-06 15:19:05
2804,1402,owner,674563,App\Models\Customer,,,,,,,2026-01-06 15:19:05,2026-01-06 15:19:05
2805,1403,owner,1,App\Models\User,,,,,,,2026-01-06 15:22:06,2026-01-06 15:22:06
2806,1403,owner,674522,App\Models\Customer,,,,,,,2026-01-06 15:22:06,2026-01-06 15:22:06
2807,1404,owner,1,App\Models\User,,,,,,,2026-01-06 15:28:05,2026-01-06 15:28:05
2808,1404,owner,192474,App\Models\Customer,,,,,,,2026-01-06 15:28:05,2026-01-06 15:28:05
2809,1405,owner,1,App\Models\User,,,,,,,2026-01-06 15:30:08,2026-01-06 15:30:08
2810,1405,owner,443574,App\Models\Customer,,,,,,,2026-01-06 15:30:08,2026-01-06 15:30:08
2811,1406,owner,1,App\Models\User,,,,,,,2026-01-06 15:35:09,2026-01-06 15:35:09
2812,1406,owner,674564,App\Models\Customer,,,,,,,2026-01-06 15:35:09,2026-01-06 15:35:09
2813,1407,owner,1,App\Models\User,,,,,,,2026-01-06 15:44:26,2026-01-06 15:44:26
2814,1407,owner,191392,App\Models\Customer,,,,,,,2026-01-06 15:44:26,2026-01-06 15:44:26
2815,1408,owner,1,App\Models\User,,,,,,,2026-01-06 15:48:56,2026-01-06 15:48:56
2816,1408,owner,674565,App\Models\Customer,,,,,,,2026-01-06 15:48:56,2026-01-06 15:48:56
2817,1409,owner,1,App\Models\User,,,,,,,2026-01-06 16:02:11,2026-01-06 16:02:11
2818,1409,owner,674566,App\Models\Customer,,,,,,,2026-01-06 16:02:11,2026-01-06 16:02:11
2819,1410,owner,1,App\Models\User,,,,,,,2026-01-06 16:05:23,2026-01-06 16:05:23
2820,1410,owner,674567,App\Models\Customer,,,,,,,2026-01-06 16:05:23,2026-01-06 16:05:23
2821,1411,owner,1,App\Models\User,,,,,,,2026-01-06 16:05:52,2026-01-06 16:05:52
2822,1411,owner,674568,App\Models\Customer,,,,,,,2026-01-06 16:05:52,2026-01-06 16:05:52
2823,1412,owner,1,App\Models\User,,,,,,,2026-01-06 16:10:19,2026-01-06 16:10:19
2824,1412,owner,674569,App\Models\Customer,,,,,,,2026-01-06 16:10:19,2026-01-06 16:10:19
2825,1413,owner,1,App\Models\User,,,,,,,2026-01-06 16:12:39,2026-01-06 16:12:39
2826,1413,owner,674570,App\Models\Customer,,,,,,,2026-01-06 16:12:39,2026-01-06 16:12:39
2827,1414,owner,1,App\Models\User,,,,,,,2026-01-06 16:19:42,2026-01-06 16:19:42
2828,1414,owner,674571,App\Models\Customer,,,,,,,2026-01-06 16:19:42,2026-01-06 16:19:42
2829,1415,owner,1,App\Models\User,,,,,,,2026-01-06 16:19:57,2026-01-06 16:19:57
2830,1415,owner,674572,App\Models\Customer,,,,,,,2026-01-06 16:19:57,2026-01-06 16:19:57
2831,1416,owner,1,App\Models\User,,,,,,,2026-01-06 16:21:23,2026-01-06 16:21:23
2832,1416,owner,674573,App\Models\Customer,,,,,,,2026-01-06 16:21:23,2026-01-06 16:21:23
2833,1417,owner,1,App\Models\User,,,,,,,2026-01-06 16:22:17,2026-01-06 16:22:17
2834,1417,owner,674574,App\Models\Customer,,,,,,,2026-01-06 16:22:17,2026-01-06 16:22:17
2835,1418,owner,1,App\Models\User,,,,,,,2026-01-06 16:23:08,2026-01-06 16:23:08
2836,1418,owner,674575,App\Models\Customer,,,,,,,2026-01-06 16:23:08,2026-01-06 16:23:08
2837,1419,owner,1,App\Models\User,,,,,,,2026-01-06 16:26:23,2026-01-06 16:26:23
2838,1419,owner,674576,App\Models\Customer,,,,,,,2026-01-06 16:26:23,2026-01-06 16:26:23
2839,1420,owner,1,App\Models\User,,,,,,,2026-01-06 16:42:02,2026-01-06 16:42:02
2840,1420,owner,674577,App\Models\Customer,,,,,,,2026-01-06 16:42:02,2026-01-06 16:42:02
2841,1421,owner,1,App\Models\User,,,,,,,2026-01-06 16:50:48,2026-01-06 16:50:48
2842,1421,owner,674578,App\Models\Customer,,,,,,,2026-01-06 16:50:48,2026-01-06 16:50:48
2843,1422,owner,1,App\Models\User,,,,,,,2026-01-06 16:52:38,2026-01-06 16:52:38
2844,1422,owner,674579,App\Models\Customer,,,,,,,2026-01-06 16:52:38,2026-01-06 16:52:38
2845,1423,owner,1,App\Models\User,,,,,,,2026-01-06 16:59:48,2026-01-06 16:59:48
2846,1423,owner,674581,App\Models\Customer,,,,,,,2026-01-06 16:59:48,2026-01-06 16:59:48
2847,1424,owner,1,App\Models\User,,,,,,,2026-01-06 17:03:58,2026-01-06 17:03:58
2848,1424,owner,674582,App\Models\Customer,,,,,,,2026-01-06 17:03:58,2026-01-06 17:03:58
2849,1425,owner,1,App\Models\User,,,,,,,2026-01-06 17:06:48,2026-01-06 17:06:48
2850,1425,owner,674583,App\Models\Customer,,,,,,,2026-01-06 17:06:48,2026-01-06 17:06:48
2851,1426,owner,1,App\Models\User,,,,,,,2026-01-06 17:09:26,2026-01-06 17:09:26
2852,1426,owner,674584,App\Models\Customer,,,,,,,2026-01-06 17:09:26,2026-01-06 17:09:26
2853,1427,owner,1,App\Models\User,,,,,,,2026-01-06 17:11:12,2026-01-06 17:11:12
2854,1427,owner,674585,App\Models\Customer,,,,,,,2026-01-06 17:11:12,2026-01-06 17:11:12
2855,1428,owner,1,App\Models\User,,,,,,,2026-01-06 17:22:13,2026-01-06 17:22:13
2856,1428,owner,674586,App\Models\Customer,,,,,,,2026-01-06 17:22:13,2026-01-06 17:22:13
2857,1429,owner,1,App\Models\User,,,,,,,2026-01-06 17:26:16,2026-01-06 17:26:16
2858,1429,owner,674587,App\Models\Customer,,,,,,,2026-01-06 17:26:16,2026-01-06 17:26:16
2859,1430,owner,1,App\Models\User,,,,,,,2026-01-06 17:28:05,2026-01-06 17:28:05
2860,1430,owner,406353,App\Models\Customer,,,,,,,2026-01-06 17:28:05,2026-01-06 17:28:05
2861,1431,owner,1,App\Models\User,,,,,,,2026-01-06 17:33:26,2026-01-06 17:33:26
2862,1431,owner,674588,App\Models\Customer,,,,,,,2026-01-06 17:33:26,2026-01-06 17:33:26
2863,1432,owner,1,App\Models\User,,,,,,,2026-01-06 17:37:37,2026-01-06 17:37:37
2864,1432,owner,674589,App\Models\Customer,,,,,,,2026-01-06 17:37:37,2026-01-06 17:37:37
2865,1433,owner,1,App\Models\User,,,,,,,2026-01-06 17:40:49,2026-01-06 17:40:49
2866,1433,owner,674590,App\Models\Customer,,,,,,,2026-01-06 17:40:49,2026-01-06 17:40:49
2867,1434,owner,1,App\Models\User,,,,,,,2026-01-06 17:49:02,2026-01-06 17:49:02
2868,1434,owner,674591,App\Models\Customer,,,,,,,2026-01-06 17:49:02,2026-01-06 17:49:02
2869,1435,owner,1,App\Models\User,,,,,,,2026-01-06 17:52:28,2026-01-06 17:52:28
2870,1435,owner,674592,App\Models\Customer,,,,,,,2026-01-06 17:52:28,2026-01-06 17:52:28
2871,1436,owner,1,App\Models\User,,,,,,,2026-01-06 17:54:02,2026-01-06 17:54:02
2872,1436,owner,671535,App\Models\Customer,,,,,,,2026-01-06 17:54:02,2026-01-06 17:54:02
2873,1437,owner,1,App\Models\User,,,,,,,2026-01-06 18:02:14,2026-01-06 18:02:14
2874,1437,owner,164738,App\Models\Customer,,,,,,,2026-01-06 18:02:14,2026-01-06 18:02:14
2875,1438,owner,1,App\Models\User,,,,,,,2026-01-06 18:08:14,2026-01-06 18:08:14
2876,1438,owner,674593,App\Models\Customer,,,,,,,2026-01-06 18:08:14,2026-01-06 18:08:14
2877,1439,owner,1,App\Models\User,,,,,,,2026-01-06 18:08:30,2026-01-06 18:08:30
2878,1439,owner,674594,App\Models\Customer,,,,,,,2026-01-06 18:08:30,2026-01-06 18:08:30
2879,1440,owner,1,App\Models\User,,,,,,,2026-01-06 18:14:22,2026-01-06 18:14:22
2880,1440,owner,423001,App\Models\Customer,,,,,,,2026-01-06 18:14:22,2026-01-06 18:14:22
2881,1441,owner,1,App\Models\User,,,,,,,2026-01-06 18:19:28,2026-01-06 18:19:28
2882,1441,owner,674596,App\Models\Customer,,,,,,,2026-01-06 18:19:28,2026-01-06 18:19:28
2883,1442,owner,1,App\Models\User,,,,,,,2026-01-06 18:22:18,2026-01-06 18:22:18
2884,1442,owner,674597,App\Models\Customer,,,,,,,2026-01-06 18:22:18,2026-01-06 18:22:18
2885,1443,owner,1,App\Models\User,,,,,,,2026-01-06 18:29:55,2026-01-06 18:29:55
2886,1443,owner,674598,App\Models\Customer,,,,,,,2026-01-06 18:29:55,2026-01-06 18:29:55
2887,1444,owner,1,App\Models\User,,,,,,,2026-01-06 18:32:00,2026-01-06 18:32:00
2888,1444,owner,674599,App\Models\Customer,,,,,,,2026-01-06 18:32:00,2026-01-06 18:32:00
2889,1445,owner,1,App\Models\User,,,,,,,2026-01-06 18:32:54,2026-01-06 18:32:54
2890,1445,owner,674600,App\Models\Customer,,,,,,,2026-01-06 18:32:54,2026-01-06 18:32:54
2891,1446,owner,1,App\Models\User,,,,,,,2026-01-06 18:40:55,2026-01-06 18:40:55
2892,1446,owner,674601,App\Models\Customer,,,,,,,2026-01-06 18:40:55,2026-01-06 18:40:55
2893,1447,owner,1,App\Models\User,,,,,,,2026-01-06 18:41:35,2026-01-06 18:41:35
2894,1447,owner,674603,App\Models\Customer,,,,,,,2026-01-06 18:41:35,2026-01-06 18:41:35
2895,1448,owner,1,App\Models\User,,,,,,,2026-01-06 18:48:54,2026-01-06 18:48:54
2896,1448,owner,674602,App\Models\Customer,,,,,,,2026-01-06 18:48:54,2026-01-06 18:48:54
2897,1449,owner,1,App\Models\User,,,,,,,2026-01-06 18:57:01,2026-01-06 18:57:01
2898,1449,owner,674604,App\Models\Customer,,,,,,,2026-01-06 18:57:01,2026-01-06 18:57:01
2899,1450,owner,1,App\Models\User,,,,,,,2026-01-06 19:03:35,2026-01-06 19:03:35
