id,conversation_id,role,participantable_id,participantable_type,exited_at,last_active_at,conversation_cleared_at,conversation_deleted_at,conversation_read_at,deleted_at,created_at,updated_at
1139,570,owner,1,App\Models\User,,,,,,,2026-01-01 08:47:50,2026-01-01 08:47:50
1140,570,owner,668911,App\Models\Customer,,,,,,,2026-01-01 08:47:50,2026-01-01 08:47:50
1141,571,owner,1,App\Models\User,,,,,,,2026-01-01 08:48:03,2026-01-01 08:48:03
1142,571,owner,669160,App\Models\Customer,,,,,,,2026-01-01 08:48:03,2026-01-01 08:48:03
1143,572,owner,1,App\Models\User,,,,,,,2026-01-01 08:51:11,2026-01-01 08:51:11
1144,572,owner,669704,App\Models\Customer,,,,,,,2026-01-01 08:51:11,2026-01-01 08:51:11
1145,573,owner,1,App\Models\User,,,,,,,2026-01-01 08:51:24,2026-01-01 08:51:24
1146,573,owner,668656,App\Models\Customer,,,,,,,2026-01-01 08:51:24,2026-01-01 08:51:24
1147,574,owner,1,App\Models\User,,,,,,,2026-01-01 08:54:12,2026-01-01 08:54:12
1148,574,owner,668901,App\Models\Customer,,,,,,,2026-01-01 08:54:12,2026-01-01 08:54:12
1149,575,owner,1,App\Models\User,,,,,,,2026-01-01 08:54:48,2026-01-01 08:54:48
1150,575,owner,670085,App\Models\Customer,,,,,,,2026-01-01 08:54:48,2026-01-01 08:54:48
1151,576,owner,1,App\Models\User,,,,,,,2026-01-01 08:56:14,2026-01-01 08:56:14
1152,576,owner,670787,App\Models\Customer,,,,,,,2026-01-01 08:56:14,2026-01-01 08:56:14
1153,577,owner,1,App\Models\User,,,,,,,2026-01-01 08:57:05,2026-01-01 08:57:05
1154,577,owner,669956,App\Models\Customer,,,,,,,2026-01-01 08:57:05,2026-01-01 08:57:05
1155,578,owner,1,App\Models\User,,,,,,,2026-01-01 08:58:00,2026-01-01 08:58:00
1156,578,owner,671354,App\Models\Customer,,,,,,,2026-01-01 08:58:00,2026-01-01 08:58:00
1157,579,owner,1,App\Models\User,,,,,,,2026-01-01 08:58:09,2026-01-01 08:58:09
1158,579,owner,662523,App\Models\Customer,,,,,,,2026-01-01 08:58:09,2026-01-01 08:58:09
1159,580,owner,1,App\Models\User,,,,,,,2026-01-01 08:58:35,2026-01-01 08:58:35
1160,580,owner,671028,App\Models\Customer,,,,,,,2026-01-01 08:58:35,2026-01-01 08:58:35
1161,581,owner,1,App\Models\User,,,,,,,2026-01-01 08:59:48,2026-01-01 08:59:48
1162,581,owner,671884,App\Models\Customer,,,,,,,2026-01-01 08:59:48,2026-01-01 08:59:48
1163,582,owner,1,App\Models\User,,,,,,,2026-01-01 08:59:50,2026-01-01 08:59:50
1164,582,owner,671871,App\Models\Customer,,,,,,,2026-01-01 08:59:50,2026-01-01 08:59:50
1165,583,owner,1,App\Models\User,,,,,,,2026-01-01 09:01:01,2026-01-01 09:01:01
1166,583,owner,671979,App\Models\Customer,,,,,,,2026-01-01 09:01:01,2026-01-01 09:01:01
1167,584,owner,1,App\Models\User,,,,,,,2026-01-01 09:01:44,2026-01-01 09:01:44
1168,584,owner,661015,App\Models\Customer,,,,,,,2026-01-01 09:01:44,2026-01-01 09:01:44
1169,585,owner,1,App\Models\User,,,,,,,2026-01-01 09:02:42,2026-01-01 09:02:42
1170,585,owner,672073,App\Models\Customer,,,,,,,2026-01-01 09:02:42,2026-01-01 09:02:42
1171,587,owner,1,App\Models\User,,,,,,,2026-01-01 09:02:59,2026-01-01 09:02:59
1172,587,owner,672568,App\Models\Customer,,,,,,,2026-01-01 09:02:59,2026-01-01 09:02:59
1173,586,owner,1,App\Models\User,,,,,,,2026-01-01 09:02:59,2026-01-01 09:02:59
1174,586,owner,672568,App\Models\Customer,,,,,,,2026-01-01 09:02:59,2026-01-01 09:02:59
1175,588,owner,1,App\Models\User,,,,,,,2026-01-01 09:03:37,2026-01-01 09:03:37
1176,588,owner,672935,App\Models\Customer,,,,,,,2026-01-01 09:03:37,2026-01-01 09:03:37
1177,589,owner,1,App\Models\User,,,,,,,2026-01-01 09:05:41,2026-01-01 09:05:41
1178,589,owner,673250,App\Models\Customer,,,,,,,2026-01-01 09:05:41,2026-01-01 09:05:41
1179,590,owner,1,App\Models\User,,,,,,,2026-01-01 09:06:04,2026-01-01 09:06:04
1180,590,owner,673187,App\Models\Customer,,,,,,,2026-01-01 09:06:04,2026-01-01 09:06:04
1181,591,owner,1,App\Models\User,,,,,,,2026-01-01 09:06:59,2026-01-01 09:06:59
1182,591,owner,673913,App\Models\Customer,,,,,,,2026-01-01 09:06:59,2026-01-01 10:03:49
1183,592,owner,1,App\Models\User,,,,,,,2026-01-01 09:07:12,2026-01-01 09:07:12
1184,592,owner,671072,App\Models\Customer,,,,,,,2026-01-01 09:07:12,2026-01-01 09:07:12
1185,593,owner,1,App\Models\User,,,,,,,2026-01-01 09:07:26,2026-01-01 09:07:26
1186,593,owner,673486,App\Models\Customer,,,,,,,2026-01-01 09:07:26,2026-01-01 09:07:26
1187,594,owner,1,App\Models\User,,,,,,,2026-01-01 09:07:28,2026-01-01 09:07:28
1188,594,owner,673486,App\Models\Customer,,,,,,,2026-01-01 09:07:28,2026-01-01 09:07:28
1189,595,owner,1,App\Models\User,,,,,,,2026-01-01 09:10:59,2026-01-01 09:10:59
1190,595,owner,669167,App\Models\Customer,,,,,,,2026-01-01 09:10:59,2026-01-01 09:10:59
1191,596,owner,1,App\Models\User,,,,,,,2026-01-01 09:14:50,2026-01-01 09:14:50
1192,596,owner,672612,App\Models\Customer,,,,,,,2026-01-01 09:14:50,2026-01-01 09:14:50
1193,597,owner,1,App\Models\User,,,,,,,2026-01-01 09:15:40,2026-01-01 09:15:40
1194,597,owner,672138,App\Models\Customer,,,,,,,2026-01-01 09:15:40,2026-01-01 09:15:40
1195,598,owner,1,App\Models\User,,,,,,,2026-01-01 09:15:52,2026-01-01 09:15:52
1196,598,owner,669566,App\Models\Customer,,,,,,,2026-01-01 09:15:52,2026-01-01 09:15:52
1197,599,owner,1,App\Models\User,,,,,,,2026-01-01 09:19:44,2026-01-01 09:19:44
1198,599,owner,670066,App\Models\Customer,,,,,,,2026-01-01 09:19:44,2026-01-01 09:19:44
1199,600,owner,1,App\Models\User,,,,,,,2026-01-01 09:25:49,2026-01-01 09:25:49
1200,600,owner,672702,App\Models\Customer,,,,,,,2026-01-01 09:25:49,2026-01-01 09:25:49
1201,601,owner,1,App\Models\User,,,,,,,2026-01-01 09:29:42,2026-01-01 09:29:42
1202,601,owner,670683,App\Models\Customer,,,,,,,2026-01-01 09:29:42,2026-01-01 09:29:42
1203,602,owner,1,App\Models\User,,,,,,,2026-01-01 09:59:43,2026-01-01 09:59:43
1204,602,owner,670797,App\Models\Customer,,,,,,,2026-01-01 09:59:43,2026-01-01 09:59:43
1205,603,owner,1,App\Models\User,,,,,,,2026-01-01 10:04:24,2026-01-01 10:04:24
1206,603,owner,673461,App\Models\Customer,,,,,,,2026-01-01 10:04:24,2026-01-01 10:04:24
1207,604,owner,1,App\Models\User,,,,,,,2026-01-01 10:06:29,2026-01-01 10:06:29
1208,604,owner,670687,App\Models\Customer,,,,,,,2026-01-01 10:06:29,2026-01-01 10:06:29
1209,605,owner,1,App\Models\User,,,,,,,2026-01-01 10:10:13,2026-01-01 10:10:13
1210,605,owner,669384,App\Models\Customer,,,,,,,2026-01-01 10:10:13,2026-01-01 10:10:13
1211,606,owner,1,App\Models\User,,,,,,,2026-01-01 10:10:47,2026-01-01 10:10:47
1212,606,owner,662370,App\Models\Customer,,,,,,,2026-01-01 10:10:47,2026-01-01 10:10:47
1213,607,owner,1,App\Models\User,,,,,,,2026-01-01 10:27:22,2026-01-01 10:27:22
1214,607,owner,669686,App\Models\Customer,,,,,,,2026-01-01 10:27:22,2026-01-01 10:27:22
1215,608,owner,1,App\Models\User,,,,,,,2026-01-01 10:27:48,2026-01-01 10:27:48
1216,608,owner,672198,App\Models\Customer,,,,,,,2026-01-01 10:27:48,2026-01-01 10:27:48
1217,609,owner,1,App\Models\User,,,,,,,2026-01-01 10:28:52,2026-01-01 10:28:52
1218,609,owner,669500,App\Models\Customer,,,,,,,2026-01-01 10:28:52,2026-01-01 10:28:52
1219,610,owner,1,App\Models\User,,,,,,,2026-01-01 10:49:33,2026-01-01 10:49:33
1220,610,owner,669721,App\Models\Customer,,,,,,,2026-01-01 10:49:33,2026-01-01 10:49:33
1221,611,owner,1,App\Models\User,,,,,,,2026-01-01 10:49:40,2026-01-01 10:49:40
1222,611,owner,668857,App\Models\Customer,,,,,,,2026-01-01 10:49:40,2026-01-01 10:49:40
1223,612,owner,1,App\Models\User,,,,,,,2026-01-01 10:53:49,2026-01-01 10:53:49
1224,612,owner,669419,App\Models\Customer,,,,,,,2026-01-01 10:53:49,2026-01-01 10:53:49
1225,613,owner,1,App\Models\User,,,,,,,2026-01-01 11:05:15,2026-01-01 11:05:15
1226,613,owner,671079,App\Models\Customer,,,,,,,2026-01-01 11:05:15,2026-01-01 11:05:15
1227,614,owner,1,App\Models\User,,,,,,,2026-01-01 11:20:02,2026-01-01 11:20:02
1228,614,owner,663125,App\Models\Customer,,,,,,,2026-01-01 11:20:02,2026-01-01 11:20:02
1229,615,owner,1,App\Models\User,,,,,,,2026-01-01 11:20:20,2026-01-01 11:20:20
1230,615,owner,669923,App\Models\Customer,,,,,,,2026-01-01 11:20:20,2026-01-01 11:20:20
1231,616,owner,1,App\Models\User,,,,,,,2026-01-01 11:36:38,2026-01-01 11:36:38
1232,616,owner,673224,App\Models\Customer,,,,,,,2026-01-01 11:36:38,2026-01-01 11:36:38
1233,617,owner,1,App\Models\User,,,,,,,2026-01-01 11:58:29,2026-01-01 11:58:29
1234,617,owner,670873,App\Models\Customer,,,,,,,2026-01-01 11:58:29,2026-01-01 11:58:29
1235,618,owner,1,App\Models\User,,,,,,,2026-01-01 12:06:12,2026-01-01 12:06:12
1236,618,owner,673917,App\Models\Customer,,,,,,,2026-01-01 12:06:12,2026-01-01 12:06:12
1237,619,owner,1,App\Models\User,,,,,,,2026-01-01 12:06:52,2026-01-01 12:06:52
1238,619,owner,671880,App\Models\Customer,,,,,,,2026-01-01 12:06:52,2026-01-01 12:06:52
1239,620,owner,1,App\Models\User,,,,,,,2026-01-01 13:17:49,2026-01-01 13:17:49
1240,620,owner,662306,App\Models\Customer,,,,,,,2026-01-01 13:17:49,2026-01-01 13:17:49
1241,621,owner,1,App\Models\User,,,,,,,2026-01-01 14:04:47,2026-01-01 14:04:47
1242,621,owner,669800,App\Models\Customer,,,,,,,2026-01-01 14:04:47,2026-01-01 14:04:47
1243,622,owner,1,App\Models\User,,,,,,,2026-01-01 14:14:26,2026-01-01 14:14:26
1244,622,owner,144196,App\Models\Customer,,,,,,,2026-01-01 14:14:26,2026-01-01 14:14:26
1245,623,owner,1,App\Models\User,,,,,,,2026-01-01 15:04:54,2026-01-01 15:04:54
1246,623,owner,673923,App\Models\Customer,,,,,,,2026-01-01 15:04:54,2026-01-01 15:04:54
1247,624,owner,1,App\Models\User,,,,,,,2026-01-01 15:09:59,2026-01-01 15:09:59
1248,624,owner,673925,App\Models\Customer,,,,,,,2026-01-01 15:09:59,2026-01-01 15:09:59
1249,625,owner,1,App\Models\User,,,,,,,2026-01-01 15:17:03,2026-01-01 15:17:03
1250,625,owner,673926,App\Models\Customer,,,,,,,2026-01-01 15:17:03,2026-01-01 15:17:03
1251,626,owner,1,App\Models\User,,,,,,,2026-01-01 15:51:27,2026-01-01 15:51:27
1252,626,owner,673928,App\Models\Customer,,,,,,,2026-01-01 15:51:27,2026-01-01 15:51:27
1253,627,owner,1,App\Models\User,,,,,,,2026-01-01 16:59:29,2026-01-01 16:59:29
1254,627,owner,655139,App\Models\Customer,,,,,,,2026-01-01 16:59:29,2026-01-01 16:59:29
1255,628,owner,1,App\Models\User,,,,,,,2026-01-01 16:59:56,2026-01-01 16:59:56
1256,628,owner,673929,App\Models\Customer,,,,,,,2026-01-01 16:59:56,2026-01-01 16:59:56
1257,629,owner,1,App\Models\User,,,,,,,2026-01-01 17:11:36,2026-01-01 17:11:36
1258,629,owner,669736,App\Models\Customer,,,,,,,2026-01-01 17:11:36,2026-01-01 17:11:36
1259,630,owner,1,App\Models\User,,,,,,,2026-01-01 17:27:32,2026-01-01 17:27:32
1260,630,owner,673931,App\Models\Customer,,,,,,,2026-01-01 17:27:32,2026-01-01 17:27:32
1261,631,owner,1,App\Models\User,,,,,,,2026-01-01 17:39:55,2026-01-01 17:39:55
1262,631,owner,673933,App\Models\Customer,,,,,,,2026-01-01 17:39:55,2026-01-01 17:39:55
1263,632,owner,1,App\Models\User,,,,,,,2026-01-01 17:57:54,2026-01-01 17:57:54
1264,632,owner,673934,App\Models\Customer,,,,,,,2026-01-01 17:57:54,2026-01-01 17:57:54
1265,633,owner,1,App\Models\User,,,,,,,2026-01-01 18:01:18,2026-01-01 18:01:18
1266,633,owner,673935,App\Models\Customer,,,,,,,2026-01-01 18:01:18,2026-01-01 18:01:18
1267,634,owner,1,App\Models\User,,,,,,,2026-01-01 18:02:03,2026-01-01 18:02:03
1268,634,owner,673936,App\Models\Customer,,,,,,,2026-01-01 18:02:03,2026-01-01 18:02:03
1269,635,owner,1,App\Models\User,,,,,,,2026-01-01 18:06:56,2026-01-01 18:06:56
1270,635,owner,673937,App\Models\Customer,,,,,,,2026-01-01 18:06:56,2026-01-01 18:06:56
1271,636,owner,1,App\Models\User,,,,,,,2026-01-01 18:08:14,2026-01-01 18:08:14
1272,636,owner,673930,App\Models\Customer,,,,,,,2026-01-01 18:08:14,2026-01-01 18:08:14
1273,637,owner,1,App\Models\User,,,,,,,2026-01-01 18:13:26,2026-01-01 18:13:26
1274,637,owner,673938,App\Models\Customer,,,,,,,2026-01-01 18:13:26,2026-01-01 18:13:26
1275,638,owner,1,App\Models\User,,,,,,,2026-01-01 18:22:50,2026-01-01 18:22:50
1276,638,owner,673939,App\Models\Customer,,,,,,,2026-01-01 18:22:50,2026-01-01 18:22:50
1277,639,owner,1,App\Models\User,,,,,,,2026-01-01 18:33:49,2026-01-01 18:33:49
1278,639,owner,423198,App\Models\Customer,,,,,,,2026-01-01 18:33:49,2026-01-01 18:33:49
1279,640,owner,1,App\Models\User,,,,,,,2026-01-01 18:41:59,2026-01-01 18:41:59
1280,640,owner,673940,App\Models\Customer,,,,,,,2026-01-01 18:41:59,2026-01-01 18:41:59
1281,641,owner,1,App\Models\User,,,,,,,2026-01-01 18:42:18,2026-01-01 18:42:18
1282,641,owner,671230,App\Models\Customer,,,,,,,2026-01-01 18:42:18,2026-01-01 18:42:18
1283,642,owner,1,App\Models\User,,,,,,,2026-01-01 18:49:43,2026-01-01 18:49:43
1284,642,owner,673941,App\Models\Customer,,,,,,,2026-01-01 18:49:43,2026-01-01 18:49:43
1285,643,owner,1,App\Models\User,,,,,,,2026-01-01 18:51:01,2026-01-01 18:51:01
1286,643,owner,673942,App\Models\Customer,,,,,,,2026-01-01 18:51:01,2026-01-01 18:51:01
1287,644,owner,1,App\Models\User,,,,,,,2026-01-01 18:55:39,2026-01-01 18:55:39
1288,644,owner,412523,App\Models\Customer,,,,,,,2026-01-01 18:55:39,2026-01-01 18:55:39
1289,645,owner,1,App\Models\User,,,,,,,2026-01-01 19:00:49,2026-01-01 19:00:49
1290,645,owner,673943,App\Models\Customer,,,,,,,2026-01-01 19:00:49,2026-01-01 19:00:49
1291,646,owner,1,App\Models\User,,,,,,,2026-01-01 19:04:27,2026-01-01 19:04:27
1292,646,owner,428567,App\Models\Customer,,,,,,,2026-01-01 19:04:27,2026-01-01 19:04:27
1293,647,owner,1,App\Models\User,,,,,,,2026-01-01 19:04:50,2026-01-01 19:04:50
1294,647,owner,673944,App\Models\Customer,,,,,,,2026-01-01 19:04:50,2026-01-01 19:04:50
1295,648,owner,1,App\Models\User,,,,,,,2026-01-01 19:05:58,2026-01-01 19:05:58
1296,648,owner,402952,App\Models\Customer,,,,,,,2026-01-01 19:05:58,2026-01-01 19:05:58
1297,649,owner,1,App\Models\User,,,,,,,2026-01-01 19:11:56,2026-01-01 19:11:56
1298,649,owner,673945,App\Models\Customer,,,,,,,2026-01-01 19:11:56,2026-01-01 19:11:56
1299,650,owner,1,App\Models\User,,,,,,,2026-01-01 19:29:50,2026-01-01 19:29:50
1300,650,owner,673946,App\Models\Customer,,,,,,,2026-01-01 19:29:50,2026-01-01 19:29:50
1301,651,owner,1,App\Models\User,,,,,,,2026-01-01 19:42:15,2026-01-01 19:42:15
1302,651,owner,671139,App\Models\Customer,,,,,,,2026-01-01 19:42:15,2026-01-01 19:42:15
1303,652,owner,1,App\Models\User,,,,,,,2026-01-01 19:44:48,2026-01-01 19:44:48
1304,652,owner,673947,App\Models\Customer,,,,,,,2026-01-01 19:44:48,2026-01-01 19:44:48
1305,653,owner,1,App\Models\User,,,,,,,2026-01-01 19:46:54,2026-01-01 19:46:54
1306,653,owner,673948,App\Models\Customer,,,,,,,2026-01-01 19:46:54,2026-01-01 19:46:54
1307,654,owner,1,App\Models\User,,,,,,,2026-01-01 19:47:43,2026-01-01 19:47:43
1308,654,owner,673949,App\Models\Customer,,,,,,,2026-01-01 19:47:43,2026-01-01 19:47:43
1309,655,owner,1,App\Models\User,,,,,,,2026-01-01 19:48:23,2026-01-01 19:48:23
1310,655,owner,673950,App\Models\Customer,,,,,,,2026-01-01 19:48:23,2026-01-01 19:48:23
1311,656,owner,1,App\Models\User,,,,,,,2026-01-01 19:50:55,2026-01-01 19:50:55
1312,656,owner,673951,App\Models\Customer,,,,,,,2026-01-01 19:50:55,2026-01-01 19:50:55
1313,657,owner,1,App\Models\User,,,,,,,2026-01-01 19:51:45,2026-01-01 19:51:45
1314,657,owner,673952,App\Models\Customer,,,,,,,2026-01-01 19:51:45,2026-01-01 19:51:45
1315,658,owner,1,App\Models\User,,,,,,,2026-01-01 19:51:53,2026-01-01 19:51:53
1316,658,owner,673953,App\Models\Customer,,,,,,,2026-01-01 19:51:53,2026-01-01 19:51:53
1317,659,owner,1,App\Models\User,,,,,,,2026-01-01 19:55:36,2026-01-01 19:55:36
1318,659,owner,673954,App\Models\Customer,,,,,,,2026-01-01 19:55:36,2026-01-01 19:55:36
1319,660,owner,1,App\Models\User,,,,,,,2026-01-01 19:56:48,2026-01-01 19:56:48
1320,660,owner,198536,App\Models\Customer,,,,,,,2026-01-01 19:56:48,2026-01-01 19:56:48
1321,661,owner,1,App\Models\User,,,,,,,2026-01-01 19:58:14,2026-01-01 19:58:14
1322,661,owner,673955,App\Models\Customer,,,,,,,2026-01-01 19:58:14,2026-01-01 19:58:14
1323,662,owner,1,App\Models\User,,,,,,,2026-01-01 20:01:09,2026-01-01 20:01:09
1324,662,owner,673956,App\Models\Customer,,,,,,,2026-01-01 20:01:09,2026-01-01 20:01:09
1325,663,owner,1,App\Models\User,,,,,,,2026-01-01 20:06:49,2026-01-01 20:06:49
1326,663,owner,411253,App\Models\Customer,,,,,,,2026-01-01 20:06:49,2026-01-01 20:06:49
1327,664,owner,1,App\Models\User,,,,,,,2026-01-01 20:08:40,2026-01-01 20:08:40
1328,664,owner,673957,App\Models\Customer,,,,,,,2026-01-01 20:08:40,2026-01-01 20:08:40
1329,665,owner,1,App\Models\User,,,,,,,2026-01-01 20:22:24,2026-01-01 20:22:24
1330,665,owner,673958,App\Models\Customer,,,,,,,2026-01-01 20:22:24,2026-01-01 20:22:24
1331,666,owner,1,App\Models\User,,,,,,,2026-01-01 20:28:17,2026-01-01 20:28:17
1332,666,owner,673959,App\Models\Customer,,,,,,,2026-01-01 20:28:17,2026-01-01 20:28:17
1333,667,owner,1,App\Models\User,,,,,,,2026-01-01 20:28:55,2026-01-01 20:28:55
1334,667,owner,673960,App\Models\Customer,,,,,,,2026-01-01 20:28:55,2026-01-01 20:28:55
1335,668,owner,1,App\Models\User,,,,,,,2026-01-01 20:33:29,2026-01-01 20:33:29
1336,668,owner,673961,App\Models\Customer,,,,,,,2026-01-01 20:33:29,2026-01-01 20:33:29
1337,669,owner,1,App\Models\User,,,,,,,2026-01-01 20:39:30,2026-01-01 20:39:30
1338,669,owner,673962,App\Models\Customer,,,,,,,2026-01-01 20:39:30,2026-01-01 20:39:30
1339,670,owner,1,App\Models\User,,,,,,,2026-01-01 20:44:09,2026-01-01 20:44:09
1340,670,owner,673963,App\Models\Customer,,,,,,,2026-01-01 20:44:09,2026-01-01 20:44:09
1341,671,owner,1,App\Models\User,,,,,,,2026-01-01 20:52:26,2026-01-01 20:52:26
1342,671,owner,673964,App\Models\Customer,,,,,,,2026-01-01 20:52:26,2026-01-01 20:52:26
1343,672,owner,1,App\Models\User,,,,,,,2026-01-01 21:00:46,2026-01-01 21:00:46
1344,672,owner,673965,App\Models\Customer,,,,,,,2026-01-01 21:00:46,2026-01-01 21:00:46
1345,673,owner,1,App\Models\User,,,,,,,2026-01-01 21:01:15,2026-01-01 21:01:15
1346,673,owner,673966,App\Models\Customer,,,,,,,2026-01-01 21:01:15,2026-01-01 21:01:15
1347,674,owner,1,App\Models\User,,,,,,,2026-01-01 21:05:02,2026-01-01 21:05:02
1348,674,owner,673967,App\Models\Customer,,,,,,,2026-01-01 21:05:02,2026-01-01 21:05:02
1349,675,owner,1,App\Models\User,,,,,,,2026-01-01 21:06:20,2026-01-01 21:06:20
1350,675,owner,673968,App\Models\Customer,,,,,,,2026-01-01 21:06:20,2026-01-01 21:06:20
1351,676,owner,1,App\Models\User,,,,,,,2026-01-01 21:17:25,2026-01-01 21:17:25
1352,676,owner,673863,App\Models\Customer,,,,,,,2026-01-01 21:17:25,2026-01-01 21:17:25
1353,677,owner,1,App\Models\User,,,,,,,2026-01-01 21:23:46,2026-01-01 21:23:46
1354,677,owner,673969,App\Models\Customer,,,,,,,2026-01-01 21:23:46,2026-01-01 21:23:46
1355,678,owner,1,App\Models\User,,,,,,,2026-01-01 21:27:33,2026-01-01 21:27:33
1356,678,owner,673970,App\Models\Customer,,,,,,,2026-01-01 21:27:33,2026-01-01 21:27:33
1357,679,owner,1,App\Models\User,,,,,,,2026-01-01 21:27:44,2026-01-01 21:27:44
1358,679,owner,673971,App\Models\Customer,,,,,,,2026-01-01 21:27:44,2026-01-01 21:27:44
1359,680,owner,1,App\Models\User,,,,,,,2026-01-01 21:29:56,2026-01-01 21:29:56
1360,680,owner,673972,App\Models\Customer,,,,,,,2026-01-01 21:29:56,2026-01-01 21:29:56
1361,681,owner,1,App\Models\User,,,,,,,2026-01-01 21:36:39,2026-01-01 21:36:39
1362,681,owner,673973,App\Models\Customer,,,,,,,2026-01-01 21:36:39,2026-01-01 21:36:39
1363,682,owner,1,App\Models\User,,,,,,,2026-01-01 21:38:35,2026-01-01 21:38:35
1364,682,owner,673974,App\Models\Customer,,,,,,,2026-01-01 21:38:35,2026-01-01 21:38:35
1365,683,owner,1,App\Models\User,,,,,,,2026-01-01 21:38:59,2026-01-01 21:38:59
1366,683,owner,673975,App\Models\Customer,,,,,,,2026-01-01 21:38:59,2026-01-01 21:38:59
1367,684,owner,1,App\Models\User,,,,,,,2026-01-01 21:42:35,2026-01-01 21:42:35
1368,684,owner,673323,App\Models\Customer,,,,,,,2026-01-01 21:42:35,2026-01-01 21:42:35
1369,685,owner,1,App\Models\User,,,,,,,2026-01-01 21:46:47,2026-01-01 21:46:47
1370,685,owner,673976,App\Models\Customer,,,,,,,2026-01-01 21:46:47,2026-01-01 21:46:47
1371,686,owner,1,App\Models\User,,,,,,,2026-01-01 21:53:21,2026-01-01 21:53:21
1372,686,owner,414474,App\Models\Customer,,,,,,,2026-01-01 21:53:21,2026-01-01 21:53:21
1373,687,owner,1,App\Models\User,,,,,,,2026-01-01 21:54:11,2026-01-01 21:54:11
1374,687,owner,673977,App\Models\Customer,,,,,,,2026-01-01 21:54:11,2026-01-01 21:54:11
1375,688,owner,1,App\Models\User,,,,,,,2026-01-01 22:06:45,2026-01-01 22:06:45
1376,688,owner,673978,App\Models\Customer,,,,,,,2026-01-01 22:06:45,2026-01-01 22:06:45
1377,689,owner,1,App\Models\User,,,,,,,2026-01-01 22:07:42,2026-01-01 22:07:42
1378,689,owner,673979,App\Models\Customer,,,,,,,2026-01-01 22:07:42,2026-01-01 22:07:42
1379,690,owner,1,App\Models\User,,,,,,,2026-01-01 22:12:21,2026-01-01 22:12:21
1380,690,owner,666767,App\Models\Customer,,,,,,,2026-01-01 22:12:21,2026-01-01 22:12:21
1381,691,owner,1,App\Models\User,,,,,,,2026-01-01 22:12:44,2026-01-01 22:12:44
1382,691,owner,673980,App\Models\Customer,,,,,,,2026-01-01 22:12:44,2026-01-01 22:12:44
1383,692,owner,1,App\Models\User,,,,,,,2026-01-01 22:20:19,2026-01-01 22:20:19
1384,692,owner,673981,App\Models\Customer,,,,,,,2026-01-01 22:20:19,2026-01-01 22:20:19
1385,693,owner,1,App\Models\User,,,,,,,2026-01-01 22:22:22,2026-01-01 22:22:22
1386,693,owner,673982,App\Models\Customer,,,,,,,2026-01-01 22:22:22,2026-01-01 22:22:22
1387,694,owner,1,App\Models\User,,,,,,,2026-01-01 22:23:58,2026-01-01 22:23:58
1388,694,owner,673983,App\Models\Customer,,,,,,,2026-01-01 22:23:58,2026-01-01 22:23:58
1389,695,owner,1,App\Models\User,,,,,,,2026-01-01 22:25:25,2026-01-01 22:25:25
1390,695,owner,669347,App\Models\Customer,,,,,,,2026-01-01 22:25:25,2026-01-01 22:25:25
1391,696,owner,1,App\Models\User,,,,,,,2026-01-01 22:27:20,2026-01-01 22:27:20
1392,696,owner,673984,App\Models\Customer,,,,,,,2026-01-01 22:27:20,2026-01-01 22:27:20
1393,697,owner,1,App\Models\User,,,,,,,2026-01-01 22:35:23,2026-01-01 22:35:23
1394,697,owner,673015,App\Models\Customer,,,,,,,2026-01-01 22:35:23,2026-01-01 22:35:23
1395,698,owner,1,App\Models\User,,,,,,,2026-01-01 22:36:47,2026-01-01 22:36:47
1396,698,owner,668945,App\Models\Customer,,,,,,,2026-01-01 22:36:47,2026-01-01 22:36:47
1397,699,owner,1,App\Models\User,,,,,,,2026-01-01 22:37:32,2026-01-01 22:37:32
1398,699,owner,673985,App\Models\Customer,,,,,,,2026-01-01 22:37:32,2026-01-01 22:37:32
1399,700,owner,1,App\Models\User,,,,,,,2026-01-01 22:42:59,2026-01-01 22:42:59
1400,700,owner,673986,App\Models\Customer,,,,,,,2026-01-01 22:42:59,2026-01-01 22:42:59
1401,701,owner,1,App\Models\User,,,,,,,2026-01-01 22:44:41,2026-01-01 22:44:41
1402,701,owner,673987,App\Models\Customer,,,,,,,2026-01-01 22:44:41,2026-01-01 22:44:41
1403,702,owner,1,App\Models\User,,,,,,,2026-01-01 22:46:20,2026-01-01 22:46:20
1404,702,owner,673988,App\Models\Customer,,,,,,,2026-01-01 22:46:20,2026-01-01 22:46:20
1405,703,owner,1,App\Models\User,,,,,,,2026-01-01 22:47:34,2026-01-01 22:47:34
1406,703,owner,673989,App\Models\Customer,,,,,,,2026-01-01 22:47:34,2026-01-01 22:47:34
1407,704,owner,1,App\Models\User,,,,,,,2026-01-01 22:48:51,2026-01-01 22:48:51
1408,704,owner,667370,App\Models\Customer,,,,,,,2026-01-01 22:48:51,2026-01-01 22:48:51
1409,705,owner,1,App\Models\User,,,,,,,2026-01-01 22:55:40,2026-01-01 22:55:40
1410,705,owner,673990,App\Models\Customer,,,,,,,2026-01-01 22:55:40,2026-01-01 22:55:40
1411,706,owner,1,App\Models\User,,,,,,,2026-01-01 22:57:14,2026-01-01 22:57:14
1412,706,owner,673991,App\Models\Customer,,,,,,,2026-01-01 22:57:14,2026-01-01 22:57:14
1413,707,owner,1,App\Models\User,,,,,,,2026-01-01 23:11:36,2026-01-01 23:11:36
