score,shortCode,url,timestamp,videoPlayCount,videoViewCount,likesCount,commentsCount,machineSignals,matchedTerms,caption,firstComment,displayUrl,videoUrl
8481,DU6w0DXDVZh,https://www.instagram.com/reel/DU6w0DXDVZh/,2026-02-18T23:49:26.000Z,4961,2417,91,4,,"empanada, empanadas, curso",Escuchas ese crunch? 😍🔥 Paquete x10 empanadas (un solo sabor). Fríelas a 350°F por 8 min para un exterior ultra crujiente y un relleno jugoso. ✨ Pídelas en nuestra web y te las enviamos a domicilio en todo EE. UU. 🚚🇺🇸 #Empanadas #CrunchTime #List,Que rico se ve😍,https://scontent-atl3-3.cdninstagram.com/v/t51.71878-15/631745923_965571612497254_5577591725277941800_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gHjPkNUiXp0JkKOIXc-ArL-n_0Pc3JJ-btCi4o2tHmaJ-gmkeYGIOPE4-lJgAsF3O0&_nc_ohc=9MfcdZ7ZyVUQ7kNvwE8cK_o&_nc_gid=06JU5gycIoiTjUQiCH6_qg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af6iHJ84Y8uKlvwHnIodjUmZn1DK9MEDHgsH6fcjdOAkjQ&oe=6A02C3E3&_nc_sid=10d13b,https://scontent-atl3-2.cdninstagram.com/o1/v/t16/f2/m69/AQOuu0N8u0AqIa6FWSuaqtwPbSEeXSUlm8JyeKSfUoIZUHYw7oiPyZ4bl16bG6sGzDPGRcr_VoQV3JfNHeqvpU9q.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=104&vs=1849672752350693_260595918&_nc_vs=HBksFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRVFJLXlVYlkzWFpVMlFEQUFqbTRuX0RVOGQyYnNwVEFRQUYVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0RBNDkxNkREODdDRDkzRThCMTA0ODM2QzUzMENFMDgzX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm5sOInNP03j8VAigCQzMsF0BTJ52yLQ5WGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2XmnQEA&_nc_rid=22c0885969&ccb=9-4&oh=00_Af6eoLwSduk8esMqGuDdfEMo8bl-rXm0YGnl12Z6t53O5g&oe=69FED54F&_nc_sid=10d13b
7802,DV7c3KdDLQb,https://www.instagram.com/reel/DV7c3KdDLQb/,2026-03-16T02:42:37.000Z,5102,2105,75,4,,"empanada, empanadas",Envolviendo nuestra Empanadas para garantizar su frescura… . Gracias por preferirnos 🥰,Con qué papel las envuelven ?,https://scontent-det1-1.cdninstagram.com/v/t51.71878-15/651611713_2846115005730869_8109959078679970004_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-det1-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gGYguUttcnLkxhOEuxVoE5YB066_hONDPdP1j-AX7k6a6UEAGRFJ-ODmYuawnalbe8&_nc_ohc=8vWesTUhCbEQ7kNvwGz8EKA&_nc_gid=u56tXXb81reQMNym6kugEw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af7p_heFzAhbqKZl8P-CIXMUloXPOYWHz076UqhE6f0YTg&oe=6A02D2E2&_nc_sid=10d13b,https://scontent-det1-1.cdninstagram.com/o1/v/t16/f2/m69/AQMak8XNU3GiVKNa3wz9CRDDfXqWQbk_ztNV6pFp09ABCfO1ed7hiJ7u2Sm6yxcyttQEpJ6StN2n1AW3g3eEHMAA.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=100&vs=2446834795746700_1953374308&_nc_vs=HBksFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRFBuM0NhVzZSUENMbXNGQUQtdXg2ZVhfYXN1YnNwVEFRQUYVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzM1NDAxMUE5NEZFNDQwOUExQzIyNkVENjAzMTRERjhCX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm5tvovOzS4T8VAigCQzMsF0AxXbItDlYEGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2XmnQEA&_nc_rid=5e72b7a163&ccb=9-4&oh=00_Af7INlI-CDZHLn2Ix_-0PoRLRG_K0pTogkblCkjZ3NUPkw&oe=69FEBEE7&_nc_sid=10d13b
7531,DXTBzMEjcEl,https://www.instagram.com/reel/DXTBzMEjcEl/,2026-04-19T03:01:09.000Z,6191,2861,67,0,,,"Mi abuela, mi mamá y mis tías me enseñaron a raspar esta mazorca. Hoy, al hacerlo, vuelven los sabores y las risas de familia. Me llena de orgullo darles esto a mis hijos y mantener viva nuestra tradición. Nunca olvidemos de dónde venimos. . Gracias Dios 🙏🏻 Me gusta compartirle mis raíces, Raíces que no se pierden… Afortunada 🥰",,https://scontent-iad3-1.cdninstagram.com/v/t51.71878-15/671292190_980836891144366_3890944246536675697_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gG6bG_3adRw7q-Zying5zeRsDVkr-3qkEvtNtBlf_VeUQNQ9Ex0biuVdZpLfrpCGKg&_nc_ohc=ZNgictBisLAQ7kNvwEwngtc&_nc_gid=uoGrm4Y77B7OWlZhRF79Jg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af5-8AN0JMfK3xoFzBjg7VQ5bwe0K9i9_3v-r-Inu8vX0A&oe=6A02D629&_nc_sid=10d13b,https://scontent-iad3-1.cdninstagram.com/o1/v/t16/f2/m86/AQMtB4kc62VBtN9l8GTpZIISLTp78LvKSnuw_oMGfwci7ChHyCaYuY9egqLgYpvkf6HQyFgZjI5gkRY65DsV6DulWJpZeAjt8nE4dok.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=101&vs=2064873901097672_1354819925&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9ENjQzQ0JFMzlCQ0YyQzgwN0Q4QzE0MEMwNjFBNDZBQ192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzdFNEIxQjNDMDM5NzMyQ0YyNzg2NjYwNzlBNkM2QkIxX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm5vmWraO55T8VAigCQzMsF0AxVT987ZFoGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2XmnQEA&_nc_rid=7cab59b02e&ccb=9-4&oh=00_Af40MiS3q_SPgG_e3neWf_6X_2cub4IabKBSq1MqxkGa_g&oe=69FEEB53&_nc_sid=10d13b
6886,DWfd4RRDZKw,https://www.instagram.com/reel/DWfd4RRDZKw/,2026-03-30T02:25:06.000Z,5566,2448,66,0,,,Te muestro otra forma de congelarlas… sin envolver una a una… . Luego que se congelen puedes Empacarlas sin ningún problema no se romperán…,,https://scontent-lax3-1.cdninstagram.com/v/t51.71878-15/657692677_2520668901725937_6282188915085403297_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gEsUYSIzvJrP64GJGZdK4PRDNe6m6u90HxrUnmgefIaeTi9T88r7RLrCJlPwi3IuWU&_nc_ohc=vR2F3FPogkEQ7kNvwFQY7cP&_nc_gid=ZnFN6mIgtxqCcUO7p9EwYA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af7qXsSxHLnWXpEisH_u3EpJVXmatCU9ACU0Osrx0fqypw&oe=6A02DA51&_nc_sid=10d13b,https://scontent-lax7-1.cdninstagram.com/o1/v/t16/f2/m86/AQNsMRILvGjuEeKwq_z8zrI6fXWvg0teHCEkqRQNDBo5IOr3DIySvY9JtBcdHn5ISqscfs3sWMu-YReBGKnMDeVCFiFcJ3CX6N2PPR0.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=105&vs=2934289730095274_426519493&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81MjRGMjNFQjE0REUwQjU2NUUyOUJGNDE4NDE1MkY5Ml92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzgyNEM1MDkwNzY0Qjg5MUI4QkM0NkVGMDcxOEYwRjk0X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm5uqWneOn4z8VAigCQzMsF0A4Fwo9cKPXGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2XmnQEA&_nc_rid=f96a041d59&ccb=9-4&oh=00_Af74Qi1pqRuhjMOtmWYzqU2QTd_T01FnNGBsUO5eC9N6qA&oe=69FED449&_nc_sid=10d13b
6799,DX4NJKhOyv4,https://www.instagram.com/reel/DX4NJKhOyv4/,2026-05-03T13:43:20.000Z,3679,1386,86,8,,"empanada, empanadas","Mayo, mes de las flores y de las mamás! Celebra con nuestra promoción especial por solo $99: ￼ 3 sabores de empanadas: carne, pollo y queso ￼ Arepas de maíz para rellenar Arepas (pequeñas, maíz blanco) ￼ Arepas dulces ￼ Mini empanadas Tequeños ￼ Salsa incluida Perfecto para loncheras y reuniones familiares. Haz tu pedido en nuestra web www.manoscriollasUSA.com ↗ (http://www.manoscriollasUSA.com) y te lo llevamos hasta la puerta de tu casa con envío a todo el país (Estados Unidos). Los despachos se realizan los lunes y martes; si estás en Florida podemos entregarte hasta el jueves. También puedes comprar y retirar tu bolsa en nuestras instalaciones dentro del horario de atención. La promoción está activa toda esta semana; podría extenderse durante mayo, pero asegúrate de aprovecharla ahora. ¡No te la pierdas!","Compre está promocion y me parecio super desonesto, que en el video ella va mostrando cada uno de los productos que incluye y cuando Me llego la orden no venia completa el paquete de tequeños solo tenia 20 en lugar de 25 y las arepitas dulces solo trajo 10 en lugar de 25 le escribi para manifestarle mi inconformidad primero me dio una explicacion no valida para mi, y la segunda vez ni siquiera leyo el mensaje asi que me ignoro porque el deber ser es cumplir con lo prometido el video es claro . Si respuesta fue Que para la proxima compra me daria un descuento del 10%",https://scontent-phl2-1.cdninstagram.com/v/t51.71878-15/686324237_2602786520123566_3228184003982246563_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-phl2-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gFbOswT44N4jgGJ0xPFtoAGy6xkbBIXHkXj_ASXapkrqeV-yKSOTSCs6zdp_ZsdK-U&_nc_ohc=_B3XyU92X7kQ7kNvwGiprGF&_nc_gid=VcN6_0iSFvjD4N88pLDcfg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af7tXUyUNPxXJwOUukOeTdGZYH-PmocakO8CAnHm0s5TTg&oe=6A02CA75&_nc_sid=10d13b,https://scontent-phl2-1.cdninstagram.com/o1/v/t16/f2/m86/AQPOzxOZHnpu1HJKXXjkkmoEmEPbChXdbHzBfXdmeTTnKCfAiPxfNmnKDayIwAMhs6Y7-OdQe7D7qQxT38Jl-_WlfRO1xm9jAUwmQts.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=109&vs=960739766689912_3039118772&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9FMjQzQjhFNUU4MDY0RDc1Q0QyRjYyNTdFMkNGMkQ4RF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzMyNEE2MUJGMjNBRjlBNUZGRjVCMTZBMzhBMDNENUE2X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAmtuDFs9D7qgMVAigCQzMsF0BSkzMzMzMzGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2XmnQEA&_nc_rid=a428521afd&ccb=9-4&oh=00_Af6IyIRB9pvSj6lO0fjSTMEu1UdTMgBvy9xT69QVcOy0-g&oe=69FED4F0&_nc_sid=10d13b
6757,DX1Y3FyuY5Q,https://www.instagram.com/reel/DX1Y3FyuY5Q/,2026-05-02T11:26:27.000Z,4987,1985,36,1,,"empanada, empanadas","¡Nuestras empanadas son gluten free, sin conservantes ni aditivos. Visítanos en nuestra ubicación para disfrutar empanadas y fritos ya listos, o llévatelos congelados a casa. ¡Y no te preocupes si estás lejos! Hacemos envíos a nivel nacional. Horario: Lunes a Viernes, 8 a.m. - 6 p.m.; Sábados, 8 a.m. - 4 p.m.; Domingos, cerrado. Nos encuentras en 10501 S. Orange Avenue, Orlando, FL 32824, y visita nuestra web: manoscriollasusa.com”. ¡Ahora sí, todo completo!",Divinas y saludables!!!,https://scontent-lga3-2.cdninstagram.com/v/t51.71878-15/683796440_1474457931095065_5965169232366335831_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gHqnzwUNq3XBlCCMESTTKfNS54liuY2GyIq1XCaA4W1uK4o65ryLn398N1f38q9yto&_nc_ohc=carqjW_a0bwQ7kNvwG3kjel&_nc_gid=W4qjsmXXYI2mYDnNqYySgQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af5oQyBdamJ7q4ZFQZt9rcdHV1zuXikernnOX6VMGWHbJQ&oe=6A02B7B1&_nc_sid=10d13b,https://scontent-lga3-1.cdninstagram.com/o1/v/t16/f2/m86/AQO9t_602ZP30x4fffNXypTXYfrUjtibjnX0rgSmemFKjpppS7VpaHJR76IfXl52K-k4pRYnpQe-_o3TCaujCRyykgXWKXuRgVxjX0I.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=103&vs=2452156838541558_3100079915&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81NDQ2NDNDNzQwNkI4RTAxQkFGOTkyRkI0Nzk2Mjc4QV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0M0NDI5MzU4NUVCNDE0MUMxQTM3QUVDQ0UxMzg0OUIxX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAmgMaRuqXktQMVAigCQzMsF0Auqn752yLRGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2XmnQEA&_nc_rid=9e7e9b1f1c&ccb=9-4&oh=00_Af5CKcF_YOfITdGlNFmy8WNQDIUaZsqoOCCAYAVnWM3Llg&oe=69FEBD7A&_nc_sid=10d13b
6464,DWL4j-aDsWh,https://www.instagram.com/reel/DWL4j-aDsWh/,2026-03-22T11:55:43.000Z,4334,1668,54,1,,"empanada, empanadas",Visítame… con toda confianza a mi tienda… tengo las mejores Empanadas 100% maíz y aprovecha los descuentos… . Tenemos muchos sabores 😉 . Enviamos a todo EEUU hasta la puerta de tu casa… has tu pedido ya!!! . Enviamos Lunes y Martes!!!!🇺🇸,"Recomendados 100%. Delicioso todo!!!! Para las fiestas, para los ricos desayunos. Lo que más me gusta es que son de maíz pilao' hecho como en casa, son crujientes y combinadas con café o un buen jugo, waoooo, irresistibles!!! Revomendadas💯auténtico sabor venezolano❤️❤️❤️❤️",https://scontent-ord5-3.cdninstagram.com/v/t51.71878-15/655041284_4325983794357045_3038853688170925122_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gGWAYs4RRLjuv79hNPowzJeMRZiuR3nWAUt5f2PdvxMIc9o0E9P8pur1EJt72UA9g8&_nc_ohc=HiFEttrKnRwQ7kNvwGK025T&_nc_gid=0On9n9TQ4vDXMeD9UkB8-Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af5O3vwDg8pUohiz4auye6y9oN01AJ4eNiEIHoJvjaCRnw&oe=6A02BD0A&_nc_sid=10d13b,https://scontent-ord5-2.cdninstagram.com/o1/v/t16/f2/m69/AQOxURJIX4kd-MeRnFa5EUjHEJ08to4Gi3EntfL_gIiahDe3JTRY3bVsv7r4A4nf5m4uBPDwitzWfDDMH6j1mSrs.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=102&vs=2152137012229263_3636428537&_nc_vs=HBksFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTnFSLWlZdXkya0IzWEFFQUpuOXkxRGRYRHdzYnNwVEFRQUYVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzU0NDg0NTBBMDhCQUE0MzJCRjYzOTg5NDBGRjcyQTgzX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm5qb%2ByKC34j8VAigCQzMsF0BK2ZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2XmnQEA&_nc_rid=8fcc011b50&ccb=9-4&oh=00_Af6lW9_aESHkhTXQ_NMHlPVBNp9UCxTJ_gBX5i7TF_7w_A&oe=69FEC098&_nc_sid=10d13b
6350,DXevoChJ5hd,https://www.instagram.com/reel/DXevoChJ5hd/,2026-04-23T16:10:00.000Z,3830,1591,61,6,,"empanada, empanadas",Empacando las mejores Empanadas de la florida 😁 100% maiz Sin vonservantes ni aditivos . Visita nuestra pagina www.manoscriollasusa.com . Enviamos a todo EEUU,😍 no se cuartean por estar congeladas?,https://instagram.fbtr1-1.fna.fbcdn.net/v/t51.71878-15/671823920_912178451876979_1880876673834203601_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fbtr1-1.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2gH8Z9JoskgED47nC3JG56oLJq7LXKZu9nxAbL0NjPLVVOg58tAD2Qw-u-bJzIiTQPc&_nc_ohc=BacdlpSHrhwQ7kNvwFzHzCC&_nc_gid=TXIZN4m5XrQjrXV1Sckjqw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af4_DdSv715AVXr46sE0-h80UnbBGdDMdaafXtqowREyyA&oe=6A02C6FA&_nc_sid=10d13b,https://instagram.fbtr1-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQMGBjZXWzhU0Hp40V3IcULjkdV0Dp9is4brQ_nduzgY51XdobLohR-DQdBAfybU0_hKw1nZGAYAQX_l6qUQxnR6cgZ93c9qHdO5UrM.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=108&vs=1291550283076813_1119211157&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80RDQ5QjQ2ODNGQkE3NjZDM0EzRjQwQzREMUE3MjZBNF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzE4NDI3MUUxNEIzMDhCNzk3NTNFMzZFODE5Njc2Mjg2X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm5t3W1J335T8VAigCQzMsF0A1kOVgQYk3GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2XmnQEA&_nc_rid=7963c81815&ccb=9-4&oh=00_Af7EYf60VgT6xUvt1mHI-Ym2BgemJya-jOIOQBrWVLplvg&oe=69FED260&_nc_sid=10d13b
6015,DWXs3YojTUZ,https://www.instagram.com/reel/DWXs3YojTUZ/,2026-03-27T02:04:10.000Z,4625,1943,62,3,,,"100% maíz . Nuestra masa es artesanal, la trabajamos con amor, sin conservantes ni aditivos, crujiente y llena de sabor para toda la familia. Pide ya en manoscriollasusa.com recuerda enviamos a todo Estados Unidos. Gracias por preferirnos 🥰",Naguara amiga con tanta comida artificial esta buena esa idea,https://scontent-det1-1.cdninstagram.com/v/t51.71878-15/656293053_3550176165136048_763473665360961577_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-det1-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gFej7UQZRjmn4yV7grCz-3IGhNHP_p7-n-3lAg37AN4ISEJ-KKvSshW19sREttUTMQ&_nc_ohc=hOxZ8CebZysQ7kNvwEOqXES&_nc_gid=667dcDwEf5NNeusMoHzLgg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af7u2tpe2Xkb_g_i9YCLOTiAxTUYnyPOgze-EQL9XFIXKw&oe=6A02BAC1&_nc_sid=10d13b,https://scontent-det1-1.cdninstagram.com/o1/v/t16/f2/m86/AQNrr427Ln_Wc4y0G11zwuC8CUrvrnnD8UuRY-nJFbkPGwc413Vw_mtFtHl1LtuNbCNjvX9Em2VKXjx0jBfFhHuUlP_1PBHE02FWuQw.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=107&vs=1236296252001904_2307496144&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9CMDQzOEY2N0ZCNEY0Qjk5RTQxMjYzRkQzQzkxNzI5MV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0MwNDNEQzM4N0I1OEY5NzM0Q0UxQzg1MzU2MjJFMkI4X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm5qj%2F3Kr94j8VAigCQzMsF0AzzMzMzMzNGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2WWqQEA&_nc_rid=1b42918248&ccb=9-4&oh=00_Af6P8VD0AN-2lYQPpvTLUPp5__j7R2spMzupvXmFfGJSxQ&oe=69FEF1B6&_nc_sid=10d13b
5818,DWAlT-FjT-5,https://www.instagram.com/reel/DWAlT-FjT-5/,2026-03-18T02:37:25.000Z,3928,1507,42,1,,"empanada, empanadas",Gracias Carlitos mi amigo de @deliciasdelmarpaqcarlitos y a @eventsbyestefanymoreno que nos recomendó… . Tuve la oportunidad de que el probara mis empanadas llegando a nosotros por recomendación de otra fiel y especial clienta… y felices que le encantó… pero creo que la mejor parte me la llevé yo.. el vende unos cócteles de marisco divinos… vallan a probarlos recomendado 100% Vamos apoyarnos todos como emprendedores luchadores que vinimos a este país a salir adelante…,Los mejores 🔥🔥🔥🔥,https://scontent-atl3-3.cdninstagram.com/v/t51.71878-15/654758776_790987590751535_322927942250309915_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gEWzzSY3ntmqZbslaKwGN-qnzeCTZELMTIAz7bnnYB3yHYxL5ssfXU2ibr8YKsgrbkTQrF7QMIozmOavmfjlWlY&_nc_ohc=HQ_tnxzgZI4Q7kNvwGWAyIq&_nc_gid=7IqC3u_cCtuV8pRm-bR7kw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af4gdV7kp52SrV3QDJuIE3pASgR1gvoAZ3ZnETpyyxXmOA&oe=6A02C33A&_nc_sid=10d13b,https://scontent-atl3-3.cdninstagram.com/o1/v/t16/f2/m69/AQORisXCiIFBoDL7sI2cB_kJCE9VLxKx8X-VCK9VQRMJOQR9C-ipGEZ_r0Put_iN5TF8AyoIBepnzhvEcL4vk8Yw.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=107&vs=1900866080544856_1232806928&_nc_vs=HBksFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTFg5dUNaT1N5S284UVVKQUhZM2xUMEdpM0ZzYnNwVEFRQUYVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0U0NDhGMUVGM0UzRDI3NjUwNEE3NkQyNUNGQzY5MUE3X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwAVAAAm5vTr5Obu4T8VAigCQzMsF0BFEQYk3S8bGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BB2XmnQEA&_nc_rid=61669eec62&ccb=9-4&oh=00_Af7okNwkrlVC9oTPsyQDn1daLnWi9nhrzgHK0qPocYt1-Q&oe=69FEC861&_nc_sid=10d13b
